"from","to","total_amount","day","month","year"
trevonjb,poloniex,740.2370,19,7,2016
vip,bittrex,1110.0000,19,7,2016
vip,poloniex,8220.0000,19,7,2016
yoakebr,poloniex,0.0200,19,7,2016
akado,poloniex,2130.1800,19,7,2016
bavak,poloniex,110.3700,19,7,2016
bergy,poloniex,162.9570,19,7,2016
berniesanders,poloniex,167.0000,19,7,2016
bitlord,bittrex,4.9070,19,7,2016
bittrex,mrhankeh,99.9900,19,7,2016
bittrex,myexec,430.4100,19,7,2016
bittrex,scrawl,2682.9400,19,7,2016
bittrex,vvinam,111.6600,19,7,2016
bittrex,willidungl,3856.4500,19,7,2016
blakemiles84,poloniex,1902.9260,19,7,2016
business,bittrex,546.1310,19,7,2016
captainte,poloniex,2673.2690,19,7,2016
cass,bittrex,2066.2600,19,7,2016
clement,bittrex,71.8760,19,7,2016
cryptogee,bittrex,1000.0000,19,7,2016
cultura.bitcoin,poloniex,45.0000,19,7,2016
dabaisha,poloniex,9.8000,19,7,2016
fyrstikken,poloniex,47.0910,19,7,2016
gbert,poloniex,96.1170,19,7,2016
james212,poloniex,5.0000,19,7,2016
jl777,bittrex,6904.0260,19,7,2016
joshuanboles,poloniex,50.0000,19,7,2016
kateadventure,bittrex,29.6920,19,7,2016
kingscrown,bittrex,1.4280,19,7,2016
kubrickkk,bittrex,1.2000,19,7,2016
lasse,poloniex,26.7180,19,7,2016
lofegs,bittrex,173.9710,19,7,2016
magz8716,bittrex,130.0000,19,7,2016
mangalica,poloniex,1455.6990,19,7,2016
masteryoda,poloniex,3072.8040,19,7,2016
missjessica,bittrex,1729.0000,19,7,2016
mixa,poloniex,31.4070,19,7,2016
monday,poloniex,282.5000,19,7,2016
morning,poloniex,411.9930,19,7,2016
mummyimperfect,bittrex,196.8070,19,7,2016
murat,poloniex,6473.3230,19,7,2016
nanzo-scoop,bittrex,5226.0000,19,7,2016
nastrom,bittrex,7.6200,19,7,2016
nattaggart,poloniex,183.9380,19,7,2016
neharani,poloniex,5.7470,19,7,2016
nirvana,bittrex,1000.0000,19,7,2016
nomoreheroes7,poloniex,8.7760,19,7,2016
pfunk,poloniex,7.8140,19,7,2016
poloniex,gaba,1237.1250,19,7,2016
poloniex,murat,3401.3650,19,7,2016
poloniex,qwerth,1983.2570,19,7,2016
poloniex,sjack,1.9620,19,7,2016
poloniex,weenfan,603.3540,19,7,2016
qwerth,poloniex,431.0210,19,7,2016
rahmat,poloniex,8.4000,19,7,2016
raj23,poloniex,30.0000,19,7,2016
redmanbrasil,poloniex,10.0800,19,7,2016
riswanjana,bittrex,0.6510,19,7,2016
romangelsi,bittrex,1.0010,19,7,2016
saturday,poloniex,282.5000,19,7,2016
scrawl,bittrex,208.7410,19,7,2016
shootnik,poloniex,284.9000,19,7,2016
sjack,poloniex,38.4600,19,7,2016
smooth-a,poloniex,1.0010,19,7,2016
steemgrindr,bittrex,58.0000,19,7,2016
sunsayzxc,poloniex,235.0640,19,7,2016
the5kyliner,bittrex,167.0310,19,7,2016
thecryptodrive,poloniex,250.0000,19,7,2016
thetinytim,poloniex,33.8990,19,7,2016
webokv,bittrex,173.2930,19,7,2016
aiko,bittrex,0.2390,20,7,2016
asch,bittrex,0.5200,20,7,2016
ashleymk,poloniex,4.0000,20,7,2016
bacchist,poloniex,121.3440,20,7,2016
bittrex,good-karma,41.4300,20,7,2016
bittrex,qwerth,1518.2500,20,7,2016
bittrex,zebbra2014,1.2800,20,7,2016
brich,poloniex,13.1900,20,7,2016
canhazlulz,bittrex,1.0000,20,7,2016
cryptoscope,poloniex,9.9070,20,7,2016
easteagle13,poloniex,956.6660,20,7,2016
firepower,poloniex,96.0000,20,7,2016
grandpere,bittrex,3710.0000,20,7,2016
hipster,poloniex,723.7610,20,7,2016
lalikaponay,poloniex,20.9160,20,7,2016
les-peters,bittrex,300.0000,20,7,2016
moksha,poloniex,8.1250,20,7,2016
ninjace,poloniex,53.5670,20,7,2016
oldman,bittrex,857.4080,20,7,2016
paloma-guerrero,blocktrades,17.2040,20,7,2016
poloniex,arslan7544,1629.6530,20,7,2016
poloniex,bitcoinci,403.4790,20,7,2016
poloniex,enki,4099.9600,20,7,2016
poloniex,idevcg,1402.2800,20,7,2016
poloniex,infus1on,208.7410,20,7,2016
poloniex,ooak,1039.7680,20,7,2016
poloniex,robsteady,275.8850,20,7,2016
poloniex,sandra,399.9800,20,7,2016
poloniex,secom,47.2630,20,7,2016
roelandp,blocktrades,2206.0820,20,7,2016
rolik,poloniex,33.1800,20,7,2016
sagar,blocktrades,1.5240,20,7,2016
sandra,poloniex,400.0000,20,7,2016
satanic.stoner,poloniex,7.8380,20,7,2016
senseiteekay,bittrex,600.0000,20,7,2016
shawn-brewer,bittrex,0.1340,20,7,2016
shawnjoseph,poloniex,13.1320,20,7,2016
silversteem,poloniex,968.3490,20,7,2016
sleptsolong,poloniex,0.1110,20,7,2016
steem-nation,poloniex,1.6370,20,7,2016
steemship,bittrex,4575.0000,20,7,2016
syadastinasti,bittrex,416.0080,20,7,2016
williambanks,poloniex,82.9290,20,7,2016
wisehammer,bittrex,0.3020,20,7,2016
activcat,bittrex,0.0130,20,7,2016
antanst,poloniex,0.1260,20,7,2016
asddsa,poloniex,7.7350,20,7,2016
ashold882015,bittrex,1029.4100,20,7,2016
bittrex,arslan7544,4130.7300,20,7,2016
bittrex,ashold882015,3537.2700,20,7,2016
bittrex,hopeless,4499.9900,20,7,2016
bittrex,inbamn5,1117.9800,20,7,2016
bittrex,qkyrie,27.5800,20,7,2016
bittrex,sigmajin,694.9900,20,7,2016
bittrex,spaninv,256.7500,20,7,2016
bittrex,thecryptodrive,249.9800,20,7,2016
bittrex,tinfoilfedora,1409.9400,20,7,2016
cloveandcinnamon,bittrex,0.3950,20,7,2016
crypt0,poloniex,18.9820,20,7,2016
cryptoctopus,bittrex,5961.6230,20,7,2016
cryptodude,poloniex,0.0290,20,7,2016
cryptorune,poloniex,0.9560,20,7,2016
derekareith,bittrex,1.4520,20,7,2016
emf,blocktrades,0.1000,20,7,2016
enki,bittrex,500.0000,20,7,2016
felixa,poloniex,512.3930,20,7,2016
fyrstikken,bittrex,250.0360,20,7,2016
giveaway,poloniex,1.3470,20,7,2016
healthyrecipes,bittrex,289.8510,20,7,2016
heiditravels,bittrex,5646.4080,20,7,2016
jacor,poloniex,80.1580,20,7,2016
michaellamden68,blocktrades,94.5230,20,7,2016
missjessica,bittrex,151.6560,20,7,2016
nanzo-scoop,bittrex,389.7550,20,7,2016
poloniex,cryptorune,853.2440,20,7,2016
poloniex,morning,199.5800,20,7,2016
poloniex,murat,13336.5060,20,7,2016
poloniex,qwerth,1400.9950,20,7,2016
poloniex,thecryptodrive,249.9900,20,7,2016
poloniex,vvinam,348.7490,20,7,2016
poloniex,zer0sum,139.0000,20,7,2016
rok-sivante,poloniex,1410.0000,20,7,2016
schnitzler,bittrex,1.1170,20,7,2016
slowwalker,poloniex,18.4970,20,7,2016
stealthtrader,blocktrades,24.0000,20,7,2016
steemingit,blocktrades,0.1650,20,7,2016
steemit-nation,poloniex,25.0000,20,7,2016
venuspcs,bittrex,655.9900,20,7,2016
ajay555,poloniex,0.0890,20,7,2016
ak2020,bittrex,531.8160,20,7,2016
anwen-meditates,bittrex,1000.0000,20,7,2016
anyx,poloniex,803.1450,20,7,2016
arcaneinfo,bittrex,3.8070,20,7,2016
asim,poloniex,0.2090,20,7,2016
bittrex,asmolokalo,23.7600,20,7,2016
bittrex,gregory-f,73.9900,20,7,2016
bittrex,sonsy,10993.8000,20,7,2016
blackmask,poloniex,163.5670,20,7,2016
blakemiles84,poloniex,200.0000,20,7,2016
camelbe,poloniex,370.2490,20,7,2016
camilla,poloniex,2000.0000,20,7,2016
chryspano,poloniex,0.1000,20,7,2016
cikizan,bittrex,6.1790,20,7,2016
danny-g,bittrex,8.1420,20,7,2016
decrypt,poloniex,51.4640,20,7,2016
djody,bittrex,15.2350,20,7,2016
erlichbachman,bittrex,22.7940,20,7,2016
fabio,poloniex,1914.3370,20,7,2016
fernando-sanz,poloniex,34.7520,20,7,2016
findeds,poloniex,0.2980,20,7,2016
gary-smith,poloniex,43.0000,20,7,2016
glib,poloniex,10.0000,20,7,2016
hisnameisolllie,bittrex,5.0000,20,7,2016
illidans,poloniex,6.1280,20,7,2016
jaycobbell,bittrex,82.0000,20,7,2016
jcweiss,bittrex,0.0100,20,7,2016
joshuanboles,poloniex,205.0000,20,7,2016
kakradetome,poloniex,100.7670,20,7,2016
karnal,blocktrades,1200.0000,20,7,2016
kevinwong,poloniex,1500.0310,20,7,2016
klidex,bittrex,0.1560,20,7,2016
lauralemons,blocktrades,245.0000,20,7,2016
leon-fu,poloniex,93.9060,20,7,2016
magz8716,blocktrades,500.0000,20,7,2016
morley,bittrex,23.8690,20,7,2016
newkid,poloniex,0.0340,20,7,2016
poloniex,biletskiy,531.1190,20,7,2016
poloniex,chekimon,48.9330,20,7,2016
poloniex,mercedes,4067.7350,20,7,2016
poloniex,spaninv,9.3750,20,7,2016
poloniex,vip,3690.9600,20,7,2016
poloniex,weenfan,1252.2000,20,7,2016
sokoloffa,bittrex,4.6380,20,7,2016
sonsy,bittrex,3852.9920,20,7,2016
steemjesus,poloniex,13.2950,20,7,2016
tgatellier,blocktrades,75.0000,20,7,2016
the-alien,bittrex,735.0000,20,7,2016
warplat,bittrex,0.1330,20,7,2016
weenfan,poloniex,45.2090,20,7,2016
zorro,poloniex,215.6780,20,7,2016
artem-sokoloff,bittrex,0.1070,20,7,2016
biophil,bittrex,46.5310,20,7,2016
bittrex,dany,125.1100,20,7,2016
bittrex,poloniex,9413.1600,20,7,2016
bittrex,vip,1516.9900,20,7,2016
bittrex,weenfan,165.1400,20,7,2016
bryan-kho,poloniex,16.8840,20,7,2016
budilontong,bittrex,1.2330,20,7,2016
cabi5boh,poloniex,94.2650,20,7,2016
cdubendo,poloniex,11.3550,20,7,2016
chrishogan,poloniex,0.0230,20,7,2016
coinhoarder,poloniex,95.1700,20,7,2016
coolemperor,poloniex,13.9540,20,7,2016
dany,bittrex,250.2370,20,7,2016
e-steem,bittrex,10.0000,20,7,2016
fanie-vanhoten,bittrex,122.8640,20,7,2016
farida-devi,bittrex,1.2710,20,7,2016
federicopistono,poloniex,481.6060,20,7,2016
gottahaveit,poloniex,1.1370,20,7,2016
gripenfire,bittrex,1.4910,20,7,2016
hisnameisolllie,poloniex,90.8510,20,7,2016
james1337,poloniex,0.3230,20,7,2016
joachim,bittrex,50.0000,20,7,2016
klye,poloniex,9.2200,20,7,2016
knozaki2015,bittrex,1.3810,20,7,2016
lion.din,bittrex,0.1640,20,7,2016
luisucv34,blocktrades,1.0000,20,7,2016
lurker1,poloniex,5.9210,20,7,2016
manugbr93,poloniex,4.1490,20,7,2016
mctiller,bittrex,1030.4080,20,7,2016
nesa,poloniex,1.0490,20,7,2016
pfunk,poloniex,520.9150,20,7,2016
piedpiper,bittrex,2158.0090,20,7,2016
poloniex,bittrex,973.9240,20,7,2016
poloniex,cabi5boh,738.6630,20,7,2016
poloniex,gaba,383.7760,20,7,2016
poloniex,shutkin70,1573.7300,20,7,2016
rubybian,bittrex,101.0000,20,7,2016
rubybian,poloniex,847.5930,20,7,2016
sandra,blocktrades,400.0000,20,7,2016
steemitpolitics,bittrex,65.9890,20,7,2016
steemrollin,poloniex,2140.4900,20,7,2016
stijn,bittrex,149.8510,20,7,2016
sudisetan,bittrex,8.0920,20,7,2016
teego,poloniex,3.9810,20,7,2016
xeroc,bittrex,3500.0000,20,7,2016
acassity,poloniex,9.4000,21,7,2016
aeico,poloniex,24.5070,21,7,2016
anonbtc1,poloniex,780.4810,21,7,2016
asim,poloniex,6.1960,21,7,2016
baronofbitcoin,blocktrades,430.0000,21,7,2016
belkins,bittrex,17.0000,21,7,2016
biletskiy,poloniex,7.0020,21,7,2016
bittrex,blockchainbilly,55.8700,21,7,2016
bittrex,juanlibertad,1604.9300,21,7,2016
bittrex,qwerth,2061.5400,21,7,2016
bittrex,smooth-c,3000.0000,21,7,2016
bittrex,zer0sum,200.0000,21,7,2016
cryptoiskey,poloniex,98.0610,21,7,2016
dashpaymag,bittrex,340.0000,21,7,2016
decryptson,poloniex,205.8830,21,7,2016
derekareith,bittrex,24.7980,21,7,2016
dmitriybtc,poloniex,1.2080,21,7,2016
domino,poloniex,5.3060,21,7,2016
faraz,bittrex,0.5120,21,7,2016
fyrstikken,bittrex,1847.3280,21,7,2016
hcf27,poloniex,26.2630,21,7,2016
ikamili,bittrex,19.1330,21,7,2016
inboundinken,poloniex,1133.6440,21,7,2016
jemekite,bittrex,244.1840,21,7,2016
jemekite,poloniex,0.0010,21,7,2016
jessica-miller,blocktrades,36.3730,21,7,2016
kochind,poloniex,1180.4470,21,7,2016
madillorama,poloniex,69.0000,21,7,2016
marcgodard,bittrex,0.1080,21,7,2016
poloniex,blockchainbilly,59.9900,21,7,2016
poloniex,mercedes,1228.6150,21,7,2016
poloniex,qwerth,2008.8230,21,7,2016
poloniex,spaninv,8.8640,21,7,2016
poloniex,williambanks,509.1770,21,7,2016
ranko-k,bittrex,1.5890,21,7,2016
robsteady,poloniex,94.6810,21,7,2016
samether,poloniex,30.0000,21,7,2016
schnitzler,blocktrades,65.1100,21,7,2016
silversteem,bittrex,102.1480,21,7,2016
stellabelle,bittrex,7.3850,21,7,2016
trevonjb,poloniex,34.7040,21,7,2016
williambanks,poloniex,2.5770,21,7,2016
anhtu,poloniex,106.6500,21,7,2016
antyivan,poloniex,14.5870,21,7,2016
berniesanders,poloniex,283.0000,21,7,2016
bittrex,business,515.2700,21,7,2016
bittrex,poloniex,320.6000,21,7,2016
bittrex,vip,3015.9700,21,7,2016
cloveandcinnamon,bittrex,0.0760,21,7,2016
corina,bittrex,100.0000,21,7,2016
fanie-vanhoten,bittrex,17.3620,21,7,2016
heiditravels,poloniex,3998.0000,21,7,2016
imgmr,bittrex,8.8070,21,7,2016
infovore,bittrex,3149.0000,21,7,2016
jaycodon,bittrex,1209.0390,21,7,2016
kateadventure,bittrex,52.1960,21,7,2016
kim-dahae,bittrex,2.7930,21,7,2016
knozaki2015,bittrex,2444.7050,21,7,2016
kyletorpey,poloniex,5161.2390,21,7,2016
lafona,poloniex,101.0000,21,7,2016
lordaris,bittrex,120.0340,21,7,2016
masteryoda,poloniex,1281.0960,21,7,2016
meteor0,poloniex,95.7660,21,7,2016
missjessica,bittrex,206.1290,21,7,2016
mmitkevich,poloniex,10.0000,21,7,2016
mrhankeh,bittrex,99.9990,21,7,2016
mrrobot,poloniex,1.3850,21,7,2016
pfunk,poloniex,4.5190,21,7,2016
poloniex,arslan7544,3769.2870,21,7,2016
poloniex,bittrex,2090.9220,21,7,2016
poloniex,enki,5399.9950,21,7,2016
poloniex,foma17,11.6600,21,7,2016
poloniex,gaba,1114.0010,21,7,2016
poloniex,humility,1536.7100,21,7,2016
poloniex,morning,521.1920,21,7,2016
poloniex,murat,10846.3010,21,7,2016
poloniex,ninjace,2.9900,21,7,2016
poloniex,tomcio2001,0.9870,21,7,2016
rainbowdash,bittrex,494.3610,21,7,2016
redredwine51,bittrex,1.0000,21,7,2016
robert11,bittrex,153.8000,21,7,2016
rok-sivante,poloniex,2643.0000,21,7,2016
romangelsi,bittrex,3.0000,21,7,2016
shawn-brewer,bittrex,0.1260,21,7,2016
steemitpolitics,bittrex,45.1130,21,7,2016
svk,poloniex,1556.3060,21,7,2016
vitha,blocktrades,5.5040,21,7,2016
vyrl,bittrex,237.2370,21,7,2016
webokv,bittrex,0.6630,21,7,2016
albertogm,bittrex,401.0000,21,7,2016
alexgr,bittrex,12.1310,21,7,2016
algimantas,bittrex,7.0000,21,7,2016
bacchist,poloniex,243.0540,21,7,2016
bittrex,humility,1710.0400,21,7,2016
blackjincrypto,bittrex,4.9600,21,7,2016
blakemiles84,poloniex,3.4540,21,7,2016
blocktrades,poloniex,7300.0000,21,7,2016
calva,poloniex,13.3030,21,7,2016
donitaanggraini,bittrex,1.2850,21,7,2016
eric-st-germain,blocktrades,8.5500,21,7,2016
fabio,poloniex,305.3990,21,7,2016
infus1on,poloniex,208.9640,21,7,2016
katiestardis,poloniex,26.2320,21,7,2016
kushed,poloniex,326.0000,21,7,2016
lenar79,bittrex,4.1190,21,7,2016
logicwins,poloniex,802.4420,21,7,2016
lurker1,poloniex,1.6260,21,7,2016
magz8716,blocktrades,510.1060,21,7,2016
mariagon44pe,bittrex,0.3840,21,7,2016
matt-a,blocktrades,8.7010,21,7,2016
mrwang,blocktrades,6.9470,21,7,2016
nachitolarsen,bittrex,0.2170,21,7,2016
nessa,poloniex,47.3000,21,7,2016
obfuscate-me,poloniex,76.0000,21,7,2016
poloniex,acidyo,27.2700,21,7,2016
poloniex,sean0010,492.2040,21,7,2016
riverhead,bittrex,35.0000,21,7,2016
sebastien,bittrex,98.0000,21,7,2016
shawnjoseph,poloniex,29.3340,21,7,2016
simba,bittrex,977.6370,21,7,2016
spectral,bittrex,3221.0000,21,7,2016
tgatellier,blocktrades,68.6290,21,7,2016
thedashguy,blocktrades,1000.0000,21,7,2016
webocel,bittrex,52.4120,21,7,2016
willybrequin,poloniex,8.4350,21,7,2016
wisehammer,bittrex,0.6830,21,7,2016
alex-dinu,bittrex,0.0240,21,7,2016
anwen-meditates,bittrex,1000.0000,21,7,2016
arcaneinfo,bittrex,11.1650,21,7,2016
bittrex,arslan7544,5250.3900,21,7,2016
bittrex,enki,3102.4800,21,7,2016
bittrex,spaninv,551.7400,21,7,2016
bittrex,tinfoilfedora,226.1100,21,7,2016
bob-the-poster,bittrex,2.2580,21,7,2016
chitty,poloniex,322.6530,21,7,2016
chloetaylor,poloniex,974.9000,21,7,2016
clayop,poloniex,4838.7280,21,7,2016
cousteau,blocktrades,50.0000,21,7,2016
danny-g,bittrex,0.2450,21,7,2016
febieline,bittrex,1.0440,21,7,2016
getssidetracked,poloniex,43.9220,21,7,2016
healthyrecipes,bittrex,1082.6410,21,7,2016
heiditravels,bittrex,4593.2260,21,7,2016
jay-kopinski,poloniex,49.2550,21,7,2016
kochindustries,poloniex,47.1740,21,7,2016
kujira,poloniex,470.3750,21,7,2016
mctiller,bittrex,14.1920,21,7,2016
metasyn,bittrex,10.0510,21,7,2016
mineblocks,bittrex,0.3430,21,7,2016
moh-rokib,bittrex,6.2000,21,7,2016
moon32walker,poloniex,70.4500,21,7,2016
openledger,richard013,14.9110,21,7,2016
poloniex,aurel,140.0690,21,7,2016
poloniex,cabi5boh,499.2400,21,7,2016
poloniex,gavvet,50.7800,21,7,2016
poloniex,kujira,1961.1250,21,7,2016
poloniex,shutkin70,3423.5900,21,7,2016
poloniex,vip,1292.9900,21,7,2016
poloniex,vvinam,1031.8720,21,7,2016
poloniex,zer0sum,399.5000,21,7,2016
robi-rusmana,bittrex,5.8910,21,7,2016
spiz0r,poloniex,220.0080,21,7,2016
stealthtrader,blocktrades,200.0000,21,7,2016
the.bot,poloniex,205.4290,21,7,2016
unicornfarts,poloniex,290.7100,21,7,2016
weenis,poloniex,47.2960,21,7,2016
zer0sum,poloniex,42.0000,21,7,2016
bittrex,mrhankeh,34.6800,22,7,2016
bittrex,smooth-c,1000.0000,22,7,2016
blocktrades,poloniex,6297.0000,22,7,2016
calva,poloniex,1.2270,22,7,2016
clement,bittrex,76.0970,22,7,2016
crypt0,poloniex,14.9830,22,7,2016
cryptoiskey,poloniex,100.0000,22,7,2016
dune155,poloniex,14.7230,22,7,2016
hannahp,bittrex,208.5340,22,7,2016
hydrlon,bittrex,4.2620,22,7,2016
insomnia,poloniex,82.0000,22,7,2016
jholdsworthy,poloniex,1.8400,22,7,2016
joshuanboles,poloniex,15.0000,22,7,2016
luigi1111,poloniex,318.3120,22,7,2016
maxikingstealer,bittrex,1.0080,22,7,2016
poloniex,humility,5505.9400,22,7,2016
poloniex,pictorians,2.0000,22,7,2016
poloniex,reversecold,4.1000,22,7,2016
riverhead,blocktrades,3009.3320,22,7,2016
scrawl,bittrex,34.6560,22,7,2016
steemnow,poloniex,3.9130,22,7,2016
steemychicken1,bittrex,811.0000,22,7,2016
zhanna,poloniex,0.1560,22,7,2016
arcaneinfo,bittrex,4.0480,22,7,2016
bdavid,poloniex,362.0580,22,7,2016
bitcoinmeister,poloniex,2.7240,22,7,2016
bittrex,juanlibertad,1815.9400,22,7,2016
bittrex,poloniex,304.5300,22,7,2016
chrishogan,poloniex,22.4080,22,7,2016
cultura.bitcoin,poloniex,94.8110,22,7,2016
dnaleor,bittrex,232.9720,22,7,2016
etherki,poloniex,1.0000,22,7,2016
fiatluxx,poloniex,210.0000,22,7,2016
gekko,poloniex,221.7970,22,7,2016
gripenfire,bittrex,1.7990,22,7,2016
keithsmih,bittrex,0.6700,22,7,2016
klye,poloniex,0.4700,22,7,2016
knozaki2015,bittrex,58.4560,22,7,2016
lafona,poloniex,401.0000,22,7,2016
leprechaun,bittrex,0.0100,22,7,2016
lovejoy,poloniex,2862.8540,22,7,2016
masteryoda,poloniex,1420.7920,22,7,2016
max-infeld,poloniex,20.0000,22,7,2016
mctiller,bittrex,78.1850,22,7,2016
nasato,bittrex,0.1000,22,7,2016
norbu,bittrex,0.8000,22,7,2016
onighost,bittrex,5.0000,22,7,2016
pfunk,poloniex,119.7090,22,7,2016
poloniex,bittrex,2094.9850,22,7,2016
poloniex,cabi5boh,1524.1920,22,7,2016
poloniex,grumlin,4577.7990,22,7,2016
poloniex,mercedes,216.5890,22,7,2016
poloniex,shutkin70,2163.0800,22,7,2016
poloniex,steemit,0.0130,22,7,2016
poloniex,streetstyle,0.0100,22,7,2016
poloniex,vip,1616.9600,22,7,2016
poloniex,xcachemoney,0.2900,22,7,2016
ppitonak,poloniex,0.2990,22,7,2016
rainbowdash,bittrex,341.0770,22,7,2016
shawn-brewer,bittrex,0.4040,22,7,2016
skapaneas,poloniex,1807.1980,22,7,2016
username,poloniex,1.0000,22,7,2016
vasco-el-jim,blocktrades,78.6000,22,7,2016
alefernandez,bittrex,36.8270,22,7,2016
algimantas,bittrex,131.4960,22,7,2016
bittrex,coininstant,73.4800,22,7,2016
bittrex,exitmass,33.2400,22,7,2016
bittrex,humility,1453.3400,22,7,2016
btcbtcbtc20155,bittrex,160.8290,22,7,2016
coolemperor,poloniex,10.4150,22,7,2016
cryptoscope,poloniex,3.1550,22,7,2016
dawnjsn,poloniex,256.3090,22,7,2016
diego24,blocktrades,1.8130,22,7,2016
drinkzya,poloniex,9.7730,22,7,2016
eb-indonesia,bittrex,19.9900,22,7,2016
exitmass,bittrex,66.4960,22,7,2016
gilang-ramadhan,bittrex,3.6570,22,7,2016
jlove,bittrex,2.0970,22,7,2016
nimblebodhi,blocktrades,14.0000,22,7,2016
nin0000,poloniex,0.2440,22,7,2016
poloniex,bitcoinci,479.5400,22,7,2016
poloniex,gavvet,1544.0350,22,7,2016
poloniex,juanlibertad,164.2680,22,7,2016
poloniex,kujira,1869.5600,22,7,2016
sanosakis,bittrex,1.0000,22,7,2016
satoshin,poloniex,1.0000,22,7,2016
schnitzler,blocktrades,40.3390,22,7,2016
steemingnow,bittrex,950.0000,22,7,2016
sudisetan,bittrex,0.5050,22,7,2016
themax37,poloniex,0.3700,22,7,2016
williambanks,poloniex,970.4060,22,7,2016
wisehammer,bittrex,2.0590,22,7,2016
adela77,poloniex,9.0000,22,7,2016
alexgr,bittrex,5.3690,22,7,2016
bacchist,bittrex,76.6250,22,7,2016
benjojo,poloniex,2512.8300,22,7,2016
bittrex,arslan7544,3184.8000,22,7,2016
bittrex,enki,624.3300,22,7,2016
bittrex,murat,1840.3700,22,7,2016
chrisvblogger,bittrex,1.3120,22,7,2016
danbitc,bittrex,0.6510,22,7,2016
dicov,bittrex,8.8000,22,7,2016
edy,poloniex,2.8180,22,7,2016
foma17,poloniex,1087.1240,22,7,2016
gapil,poloniex,1.0000,22,7,2016
gregm,poloniex,39.0000,22,7,2016
groovy,bittrex,580.0000,22,7,2016
hbhades,poloniex,0.0280,22,7,2016
infinitor,bittrex,1.9000,22,7,2016
jerseymason,blocktrades,25.1180,22,7,2016
lichtblick,bittrex,110.7950,22,7,2016
pigeons,poloniex,0.3100,22,7,2016
poloniex,arslan7544,6017.2780,22,7,2016
poloniex,enki,3999.9800,22,7,2016
poloniex,foma17,1386.5200,22,7,2016
poloniex,morning,61.0900,22,7,2016
poloniex,murat,14037.2300,22,7,2016
poloniex,vvinam,566.7760,22,7,2016
poloniex,zer0sum,100.0000,22,7,2016
positive,bittrex,95.4030,22,7,2016
putradham,bittrex,0.5000,22,7,2016
robinhood,blocktrades,3009.8510,22,7,2016
rok-sivante,poloniex,2000.0000,22,7,2016
stealthtrader,blocktrades,10.4000,22,7,2016
thedashguy,blocktrades,900.0000,22,7,2016
vianhandika,bittrex,14.0000,22,7,2016
adrienne,bittrex,3.7030,23,7,2016
bittrex,blueciruit,32.4800,23,7,2016
bittrex,shutkin70,437.3900,23,7,2016
bittrex,steemgrindr,21.0100,23,7,2016
calva,poloniex,75.0110,23,7,2016
coolemperor,poloniex,3.2420,23,7,2016
galagan,poloniex,0.6510,23,7,2016
gie,bittrex,1.7170,23,7,2016
gottahaveit,poloniex,0.1520,23,7,2016
gripenfire,bittrex,0.2250,23,7,2016
herzmeister,blocktrades,250.0000,23,7,2016
katiestardis,poloniex,3.9800,23,7,2016
keithsmih,bittrex,0.6300,23,7,2016
ledzeppelin,bittrex,10000.0000,23,7,2016
ledzeppelin,poloniex,20410.0000,23,7,2016
lurker1,poloniex,0.7940,23,7,2016
masteryoda,poloniex,1611.9910,23,7,2016
mctiller,bittrex,3.6000,23,7,2016
meiisheree,bittrex,540.9230,23,7,2016
meiisheree,poloniex,500.0000,23,7,2016
pfunk,poloniex,1665.7140,23,7,2016
poloniex,humility,741.0000,23,7,2016
poloniex,streetstyle,451.1600,23,7,2016
soulsistashakti,blocktrades,200.0000,23,7,2016
steemgrindr,bittrex,50.0000,23,7,2016
ucing,bittrex,0.4740,23,7,2016
yassinebentour,blocktrades,54.9530,23,7,2016
anwenbaumeister,bittrex,2000.0000,23,7,2016
arcaneinfo,bittrex,2.3670,23,7,2016
bittrex,arslan7544,2696.6800,23,7,2016
bittrex,juanlibertad,800.2600,23,7,2016
bittrex,murat,771.8400,23,7,2016
bittrex,niko-mit-k,30.0000,23,7,2016
bittrex,steemshadow,3981.8300,23,7,2016
bittrex,tinfoilfedora,501.9800,23,7,2016
blocktrades,poloniex,2600.0000,23,7,2016
charmisuk,poloniex,0.1490,23,7,2016
dashpaymag,poloniex,220.0000,23,7,2016
flexcougar,blocktrades,0.2510,23,7,2016
jcweiss,bittrex,0.2590,23,7,2016
jessica-miller,blocktrades,0.7490,23,7,2016
jholdsworthy,poloniex,5.0590,23,7,2016
lukeerico,bittrex,147.0000,23,7,2016
magdalena,bittrex,0.0270,23,7,2016
mercedes,poloniex,2220.5720,23,7,2016
moch-yusuf,bittrex,14.3570,23,7,2016
nachitolarsen,bittrex,0.8970,23,7,2016
newkid,poloniex,0.0380,23,7,2016
poloniex,dragonslayer109,34.8140,23,7,2016
poloniex,sean0010,1606.0470,23,7,2016
poloniex,shutkin70,4015.2600,23,7,2016
poloniex,username,4751.5780,23,7,2016
poloniex,vip,6355.9600,23,7,2016
positive,bittrex,522.8750,23,7,2016
prufarchy,bittrex,20.9010,23,7,2016
roelandp,bittrex,250.0000,23,7,2016
rukrasnov,bittrex,9.4710,23,7,2016
silversteem,bittrex,300.3220,23,7,2016
sokoloffa,bittrex,0.8540,23,7,2016
steem1,bittrex,10.9080,23,7,2016
